name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
HoChiMinh,2021-02-25,32.0,23.0,27.1,34.9,23.0,28.4,21.6,72.9,0.0,0,0.0,,0,0,24.5,14.8,196.0,1007.8,45.6,10.3,241.5,20.9,8,,2021-02-25T06:09:49,2021-02-25T18:02:51,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-02-26,33.0,25.0,27.7,37.0,25.0,29.6,22.9,76.5,0.0,0,0.0,,0,0,21.6,16.6,170.9,1006.8,38.8,9.4,192.2,16.5,7,,2021-02-26T06:09:22,2021-02-26T18:02:59,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-02-27,33.0,26.0,28.1,37.9,26.0,30.4,23.1,75.1,0.2,100,8.33,rain,0,0,22.7,16.6,157.4,1007.4,43.6,9.7,235.7,20.5,9,,2021-02-27T06:08:54,2021-02-27T18:03:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2021-02-28,34.0,25.0,28.5,37.3,25.0,30.3,22.0,69.7,0.2,100,4.17,rain,0,0,38.2,22.3,133.9,1009.1,42.1,10.1,231.5,20.0,8,,2021-02-28T06:08:26,2021-02-28T18:03:12,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-01,34.0,25.0,28.8,38.3,25.0,31.1,22.4,70.1,0.2,100,8.33,rain,0,0,31.0,20.5,139.3,1011.5,34.4,10.3,242.7,21.1,8,,2021-03-01T06:07:57,2021-03-01T18:03:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-02,34.0,25.0,28.6,38.3,25.0,30.9,22.6,71.6,0.2,100,8.33,rain,0,0,30.6,20.5,138.7,1011.4,32.3,10.3,257.5,22.2,9,,2021-03-02T06:07:27,2021-03-02T18:03:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-03,34.0,25.0,28.9,36.5,25.0,30.5,21.6,67.1,0.0,0,0.0,,0,0,34.9,18.4,124.4,1011.1,47.1,10.3,268.4,23.0,9,,2021-03-03T06:06:57,2021-03-03T18:03:28,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-04,36.0,25.0,29.3,37.4,25.0,30.5,20.3,60.8,0.0,0,0.0,,0,0,30.2,22.3,128.9,1011.6,32.7,10.3,281.2,24.3,10,,2021-03-04T06:06:26,2021-03-04T18:03:33,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-05,35.7,24.0,28.7,34.9,24.0,29.1,19.0,59.5,0.0,0,0.0,,0,0,34.6,22.5,134.6,1011.3,22.6,10.3,304.2,26.2,10,,2021-03-05T06:05:55,2021-03-05T18:03:37,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-06,35.0,23.0,28.8,35.7,23.0,29.8,19.8,61.0,0.0,0,0.0,,0,0,29.9,18.4,138.7,1011.9,23.3,10.1,298.8,25.8,10,,2021-03-06T06:05:24,2021-03-06T18:03:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-07,35.0,25.0,28.8,37.7,25.0,30.7,21.4,65.8,0.0,0,0.0,,0,0,30.6,20.5,142.2,1011.0,27.0,10.2,283.9,24.6,10,,2021-03-07T06:04:52,2021-03-07T18:03:45,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-08,35.0,25.0,29.2,35.3,25.0,30.4,19.6,58.6,0.0,0,0.0,,0,0,27.4,17.6,117.4,1011.6,36.0,10.0,262.7,22.7,9,,2021-03-08T06:04:19,2021-03-08T18:03:48,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-09,35.0,25.0,29.1,36.3,25.0,30.2,20.3,61.6,0.4,100,12.5,rain,0,0,23.8,22.3,115.3,1011.5,51.3,10.1,246.0,21.1,8,,2021-03-09T06:03:46,2021-03-09T18:03:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-10,34.9,25.0,29.2,36.5,25.0,30.4,20.1,60.5,0.1,100,4.17,rain,0,0,24.1,20.5,128.8,1011.0,40.8,10.1,265.7,22.9,9,,2021-03-10T06:03:13,2021-03-10T18:03:53,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-11,35.0,25.0,29.5,36.1,25.0,30.9,20.3,60.1,0.1,100,4.17,rain,0,0,25.6,27.7,114.0,1010.9,35.6,10.1,260.6,22.5,9,,2021-03-11T06:02:39,2021-03-11T18:03:55,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-12,35.0,26.0,29.9,35.7,26.0,30.9,18.7,53.1,0.0,0,0.0,,0,0,24.8,18.4,134.5,1011.4,41.7,10.3,280.7,24.3,10,,2021-03-12T06:02:05,2021-03-12T18:03:57,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-13,35.0,26.0,29.5,36.1,26.0,30.6,19.2,55.8,0.4,100,4.17,rain,0,0,32.4,21.2,128.4,1011.0,40.9,10.0,250.1,21.5,8,,2021-03-13T06:01:31,2021-03-13T18:03:59,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-14,35.0,24.1,28.3,35.7,24.1,29.2,20.7,66.4,0.0,0,0.0,,0,0,31.7,23.5,125.7,1009.6,33.8,9.9,286.5,24.8,10,,2021-03-14T06:00:57,2021-03-14T18:04:00,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-15,34.0,24.9,28.2,36.1,24.9,29.6,21.1,66.8,0.0,0,0.0,,0,0,26.6,18.4,146.2,1009.3,29.5,9.7,272.3,23.5,9,,2021-03-15T06:00:22,2021-03-15T18:04:02,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-16,32.0,25.0,27.9,35.8,25.0,29.7,22.3,72.9,0.1,100,4.17,rain,0,0,29.2,21.2,152.3,1009.1,48.7,10.2,265.3,22.8,9,,2021-03-16T05:59:47,2021-03-16T18:04:03,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-17,33.0,25.0,28.0,35.8,25.0,29.5,21.6,69.6,0.0,0,0.0,,0,0,29.5,18.4,150.0,1009.1,47.8,10.1,231.2,19.9,8,,2021-03-17T05:59:12,2021-03-17T18:04:04,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-18,32.0,25.9,28.4,36.6,25.9,30.7,22.6,71.9,0.0,0,0.0,,0,0,33.1,20.5,151.8,1008.6,45.7,10.3,249.9,21.5,9,,2021-03-18T05:58:36,2021-03-18T18:04:04,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-19,34.0,25.9,29.3,39.3,25.9,32.5,23.3,72.0,0.0,0,0.0,,0,0,29.5,18.4,155.7,1007.7,40.5,10.3,279.4,24.1,10,,2021-03-19T05:58:01,2021-03-19T18:04:05,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-20,33.0,27.0,29.2,39.0,30.6,33.5,24.0,74.8,0.1,100,4.17,rain,0,0,24.8,16.6,150.2,1006.9,59.9,10.1,258.7,22.3,9,,2021-03-20T05:57:25,2021-03-20T18:04:05,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-21,35.0,27.0,29.5,39.0,30.0,33.4,23.3,70.8,0.3,100,12.5,rain,0,0,25.9,25.9,137.3,1007.4,50.0,10.0,242.1,20.8,8,,2021-03-21T05:56:49,2021-03-21T18:04:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-22,36.0,26.0,30.2,38.2,26.0,32.6,21.8,64.1,0.0,0,0.0,,0,0,31.7,18.4,106.8,1009.4,41.6,9.7,255.9,22.1,8,,2021-03-22T05:56:13,2021-03-22T18:04:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-23,35.0,26.0,30.0,36.6,26.0,32.0,20.7,59.3,1.5,100,16.67,rain,0,0,25.2,18.4,70.9,1009.4,43.8,10.0,250.1,21.5,10,,2021-03-23T05:55:37,2021-03-23T18:04:05,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-24,35.0,27.0,30.3,37.3,29.2,32.8,21.2,60.1,3.5,100,20.83,rain,0,0,40.3,27.7,117.3,1008.4,52.4,10.1,258.3,22.3,9,,2021-03-24T05:55:01,2021-03-24T18:04:05,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-25,36.0,27.0,30.4,38.1,29.2,33.3,21.6,61.1,0.1,100,4.17,rain,0,0,32.0,18.4,118.6,1008.4,56.8,10.1,260.8,22.6,9,,2021-03-25T05:54:25,2021-03-25T18:04:05,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-26,36.0,26.0,30.3,39.2,26.0,33.1,21.6,61.3,0.0,0,0.0,,0,0,29.2,25.9,120.2,1008.5,53.0,10.7,274.8,23.6,9,,2021-03-26T05:53:49,2021-03-26T18:04:05,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2021-03-27,35.7,26.9,30.2,38.5,29.5,33.3,22.2,64.5,0.3,100,8.33,rain,0,0,31.7,20.5,133.4,1008.1,34.7,10.3,283.1,24.5,10,,2021-03-27T05:53:13,2021-03-27T18:04:05,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-28,36.0,26.0,29.7,38.9,26.0,32.4,22.3,66.9,0.0,0,0.0,,0,0,27.4,20.5,143.3,1007.9,47.3,10.3,285.1,24.8,10,,2021-03-28T05:52:37,2021-03-28T18:04:05,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-29,35.0,26.9,29.7,38.5,29.9,33.1,22.9,69.0,0.0,0,0.0,,0,0,23.4,16.0,155.1,1007.2,59.5,10.3,282.0,24.3,10,,2021-03-29T05:52:01,2021-03-29T18:04:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-30,36.0,26.9,29.7,39.8,30.1,34.0,23.8,72.5,0.1,100,4.17,rain,0,0,19.8,16.6,188.3,1006.2,58.6,10.2,240.9,20.9,8,,2021-03-30T05:51:25,2021-03-30T18:04:05,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-03-31,35.0,27.0,30.3,40.6,30.5,35.4,24.3,72.5,0.0,0,0.0,,0,0,28.1,18.4,185.1,1005.4,57.9,10.1,272.2,23.4,10,,2021-03-31T05:50:49,2021-03-31T18:04:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-01,35.0,27.0,30.5,38.1,30.5,34.7,23.3,68.1,0.2,100,8.33,rain,0,0,23.4,18.4,192.1,1006.0,52.0,10.1,264.7,22.8,9,,2021-04-01T05:50:13,2021-04-01T18:04:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-02,37.0,28.0,31.1,40.6,32.7,36.3,23.9,68.8,0.2,100,8.33,rain,0,0,23.0,18.4,189.3,1006.6,65.4,10.0,253.0,21.9,10,,2021-04-02T05:49:38,2021-04-02T18:04:05,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-03,34.0,24.0,28.9,40.5,24.0,32.4,24.1,77.7,3.0,100,4.17,rain,0,0,25.2,25.9,135.4,1007.3,59.9,9.4,252.8,21.9,9,,2021-04-03T05:49:02,2021-04-03T18:04:05,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-04,34.0,27.0,29.2,39.0,29.6,33.7,23.9,74.1,4.5,100,20.83,rain,0,0,33.1,18.4,151.0,1008.0,44.4,10.1,211.5,18.2,8,,2021-04-04T05:48:27,2021-04-04T18:04:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-05,34.0,26.0,29.4,39.3,26.0,32.4,22.9,69.8,0.1,100,4.17,rain,0,0,29.9,16.6,135.6,1009.4,54.7,9.7,285.0,24.6,9,,2021-04-05T05:47:52,2021-04-05T18:04:06,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-06,35.0,26.0,30.4,36.9,26.0,32.4,20.7,58.4,0.0,0,0.0,,0,0,33.8,18.4,121.5,1009.9,47.1,10.7,278.5,24.0,9,,2021-04-06T05:47:17,2021-04-06T18:04:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-07,36.0,26.0,30.2,37.4,26.0,32.9,21.6,62.7,0.1,100,4.17,rain,0,0,24.1,17.7,124.4,1010.2,43.9,10.2,275.5,23.7,9,,2021-04-07T05:46:43,2021-04-07T18:04:07,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-08,33.0,27.0,28.7,38.1,30.1,32.9,23.9,75.5,1.4,100,16.67,rain,0,0,21.6,20.5,124.8,1009.4,51.2,9.0,231.0,20.1,9,,2021-04-08T05:46:09,2021-04-08T18:04:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-09,31.0,26.2,28.5,37.7,26.2,32.7,24.4,79.3,13.0,100,4.17,rain,0,0,27.4,18.4,164.4,1009.3,66.7,8.4,233.7,20.2,8,,2021-04-09T05:45:35,2021-04-09T18:04:09,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-10,34.0,26.0,29.1,38.3,26.0,33.1,24.1,75.9,0.4,100,4.17,rain,0,0,27.7,16.6,110.4,1010.6,59.2,8.7,245.1,21.2,9,,2021-04-10T05:45:01,2021-04-10T18:04:11,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-11,35.0,26.9,29.8,37.9,29.6,33.5,22.8,67.5,0.5,100,12.5,rain,0,0,38.9,18.4,127.9,1011.5,51.0,9.6,274.8,23.9,9,,2021-04-11T05:44:28,2021-04-11T18:04:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-12,35.0,26.0,29.3,38.5,26.0,32.6,23.1,70.4,1.4,100,12.5,rain,0,0,34.2,22.3,131.3,1011.6,52.4,10.1,244.7,21.0,9,,2021-04-12T05:43:55,2021-04-12T18:04:14,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-13,34.0,27.0,29.8,40.6,30.1,34.8,24.3,73.6,1.9,100,16.67,rain,0,0,29.5,18.4,144.2,1010.9,53.6,10.3,255.0,22.2,9,,2021-04-13T05:43:23,2021-04-13T18:04:16,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-14,35.0,27.9,30.2,39.5,32.6,34.9,23.8,70.4,0.7,100,20.83,rain,0,0,18.4,16.6,168.7,1010.3,64.8,10.1,256.7,22.2,9,,2021-04-14T05:42:51,2021-04-14T18:04:18,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-15,35.0,23.9,28.9,39.5,23.9,32.8,24.4,78.6,109.0,100,8.33,rain,0,0,19.4,13.0,212.7,1009.5,64.6,8.8,241.1,20.8,8,,2021-04-15T05:42:19,2021-04-15T18:04:21,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-16,34.0,22.0,28.4,37.9,22.0,31.9,23.4,76.5,25.0,100,4.17,rain,0,0,29.2,50.0,179.2,1009.8,68.1,10.0,242.1,20.9,8,,2021-04-16T05:41:48,2021-04-16T18:04:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-17,33.0,25.0,28.4,39.2,25.0,31.6,24.2,79.8,1.0,100,25.0,rain,0,0,20.5,20.0,161.4,1010.9,61.9,9.4,270.8,23.4,9,,2021-04-17T05:41:17,2021-04-17T18:04:26,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-18,32.0,25.0,28.4,37.6,25.0,32.2,24.6,80.9,0.9,100,4.17,rain,0,0,27.4,17.7,177.3,1010.8,58.5,9.4,224.8,19.4,8,,2021-04-18T05:40:47,2021-04-18T18:04:30,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-19,33.0,26.0,28.5,38.8,26.0,32.5,24.1,77.9,7.8,100,33.33,rain,0,0,31.3,25.0,208.1,1009.6,56.3,10.3,240.1,20.7,9,,2021-04-19T05:40:17,2021-04-19T18:04:33,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-20,34.0,26.0,29.7,39.3,26.0,34.6,24.6,75.2,0.1,100,4.17,rain,0,0,25.6,14.8,229.6,1009.0,52.4,10.7,267.2,23.1,9,,2021-04-20T05:39:48,2021-04-20T18:04:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-21,33.0,27.0,29.6,40.6,31.2,35.9,25.6,79.8,6.8,100,33.33,rain,0,0,22.3,16.6,223.0,1008.8,61.2,10.3,226.5,19.6,8,,2021-04-21T05:39:19,2021-04-21T18:04:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-22,32.0,24.0,27.9,40.6,24.0,31.9,24.9,84.1,2.0,100,4.17,rain,0,0,23.4,18.3,243.6,1008.9,76.3,9.4,203.4,17.4,8,,2021-04-22T05:38:51,2021-04-22T18:04:46,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-23,33.0,25.0,27.8,40.3,25.0,31.1,24.8,84.7,76.0,100,4.17,rain,0,0,30.6,16.6,249.2,1008.0,64.8,9.0,139.8,12.1,7,,2021-04-23T05:38:23,2021-04-23T18:04:51,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-24,34.0,26.0,29.0,41.5,26.0,32.9,24.7,79.5,0.2,100,4.17,rain,0,0,27.0,19.9,204.0,1008.2,61.0,9.9,223.2,19.2,8,,2021-04-24T05:37:56,2021-04-24T18:04:56,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-25,34.0,26.0,29.5,40.4,26.0,33.7,24.2,74.7,3.0,100,20.83,rain,0,0,22.7,22.3,236.1,1009.0,54.4,10.3,263.4,22.9,9,,2021-04-25T05:37:29,2021-04-25T18:05:02,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-26,35.0,26.9,30.2,41.9,30.4,35.8,24.7,74.1,0.6,100,20.83,rain,0,0,22.0,18.4,192.4,1008.5,57.7,10.3,276.6,23.6,9,,2021-04-26T05:37:03,2021-04-26T18:05:08,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-27,34.0,26.9,30.0,40.6,30.4,35.8,25.0,75.9,7.4,100,58.33,rain,0,0,28.4,14.8,164.8,1009.9,64.5,9.8,225.5,19.5,9,,2021-04-27T05:36:38,2021-04-27T18:05:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-28,34.0,27.0,30.1,39.3,31.2,35.2,24.3,72.9,1.8,100,25.0,rain,0,0,29.9,16.6,130.3,1010.9,55.6,9.7,251.3,21.6,9,,2021-04-28T05:36:14,2021-04-28T18:05:21,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-29,35.0,27.9,30.1,39.5,31.9,34.5,23.6,69.5,0.1,100,4.17,rain,0,0,25.9,16.6,126.5,1010.1,59.8,10.3,260.8,22.5,8,,2021-04-29T05:35:50,2021-04-29T18:05:28,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-04-30,34.8,28.0,30.5,38.5,31.9,35.2,23.7,68.7,0.2,100,8.33,rain,0,0,38.9,27.8,119.8,1010.0,45.4,10.3,256.4,22.2,8,,2021-04-30T05:35:26,2021-04-30T18:05:35,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-01,34.0,27.9,30.6,40.6,33.3,36.3,24.7,72.3,3.8,100,29.17,rain,0,0,32.4,25.8,123.7,1010.1,49.9,10.3,232.1,20.0,7,,2021-05-01T05:35:04,2021-05-01T18:05:43,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-02,36.0,28.0,30.9,41.3,32.6,36.3,24.2,69.0,0.0,0,0.0,,0,0,28.8,17.6,132.5,1009.6,51.7,10.3,275.4,23.8,9,,2021-05-02T05:34:42,2021-05-02T18:05:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-03,35.0,28.0,31.0,40.6,32.7,36.0,23.7,67.2,0.5,100,16.67,rain,0,0,26.6,22.3,130.5,1007.9,52.0,10.3,281.7,24.2,9,,2021-05-03T05:34:21,2021-05-03T18:06:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-04,36.0,27.0,31.1,39.6,30.1,35.2,22.9,64.2,0.0,0,0.0,,0,0,29.2,18.4,121.7,1007.2,51.9,10.2,281.2,24.3,9,,2021-05-04T05:34:00,2021-05-04T18:06:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-05,37.0,28.0,31.7,40.2,31.2,35.8,22.5,60.5,2.0,100,4.17,rain,0,0,48.2,22.9,111.3,1007.4,46.4,10.2,269.9,23.1,9,,2021-05-05T05:33:40,2021-05-05T18:06:18,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-06,36.0,26.0,30.3,40.4,26.0,34.9,23.9,70.1,0.7,100,16.67,rain,0,0,43.2,22.3,98.0,1009.2,53.8,10.1,247.0,21.3,8,,2021-05-06T05:33:21,2021-05-06T18:06:28,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-07,34.0,25.0,29.3,40.6,25.0,32.9,23.9,74.6,0.9,100,16.67,rain,0,0,29.9,17.3,88.3,1010.0,53.0,9.9,240.9,20.9,8,,2021-05-07T05:33:03,2021-05-07T18:06:38,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-08,34.0,27.0,29.4,43.5,30.6,35.1,25.2,78.9,7.0,100,4.17,rain,0,0,31.0,18.4,135.0,1008.7,59.4,8.6,226.9,19.6,9,,2021-05-08T05:32:45,2021-05-08T18:06:48,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-09,36.0,27.9,30.7,41.9,33.3,36.7,24.9,72.8,1.6,100,20.83,rain,0,0,26.6,18.4,138.6,1008.0,54.9,10.3,231.1,19.9,8,,2021-05-09T05:32:29,2021-05-09T18:06:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
HoChiMinh,2021-05-10,34.0,28.0,30.8,40.6,33.5,37.0,24.8,71.6,0.5,100,20.83,rain,0,0,24.1,18.4,150.0,1007.8,54.1,10.3,245.5,21.1,8,,2021-05-10T05:32:13,2021-05-10T18:07:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS,remote"
HoChiMinh,2021-05-11,34.9,28.0,31.0,41.8,33.4,37.4,25.0,71.5,0.1,100,4.17,rain,0,0,25.9,16.6,155.2,1007.4,54.3,10.3,254.9,22.0,8,,2021-05-11T05:31:57,2021-05-11T18:07:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
